id,class,available_hours,speed_per_hour
1a4f8e99-a811-11e7-80de-00155df02900,Система визуализации,,85
06193b49-3d10-11e2-b482-b614f2bbba79,Автоматизированная система для переноса колоний,,70
600b4c63-8f22-11e7-80d8-00155df02900,Биоанализатор,,100
4e471eab-068b-11e4-9b13-6ee664173b4c,НЕ ИСПОЛЬЗОВАТЬ Лабораторное оборудование,,55
23680421-a39e-11e0-9449-3279b6ee2664,Автоклав,,95
5d30f6b4-c8f4-11e5-80d6-00505692e771,Микроцентрифуга,,95
97bc8b94-7a44-11e5-80d0-00505692e771,Хроматограф жидкостный,,50
518bed44-a18a-11e0-9449-3279b6ee2664,Спектрофотометр,,80
405db8fa-dc53-11e8-80ee-00155df02900,Производственное оборудование,,50
2aea6661-2940-11e5-80c0-00505692e771,Хроматограф жидкостный,,80
4672083a-55e7-11e4-80bb-00505692e771,Производственное оборудование,,50
ba3f82a7-c936-11e7-80e0-00155df02900,Криохранилище,,65
25d45620-0076-11e6-80de-00505692e771,Холодильник,,50
2a3e1e77-8f22-11e7-80d8-00155df02900,Ламинар,,85
788f80a9-8ad0-11e8-80e5-00155df02900,Хроматограф жидкостный,,85
e38e2210-8f22-11e7-80d8-00155df02900,CO2-инкубатор,,55
a85ae9b4-bccf-11e8-80e9-00155df02900,Термогигрометр,,70
c4720459-bb88-11e5-80d6-00505692e771,Холодильник,,100
2a3e1e65-8f22-11e7-80d8-00155df02900,Центрифуга,,90
ca60e28d-bec0-11e1-b482-b614f2bbba79,Система очистки воды,,70
a65dda7e-629c-11e1-a97d-b614f2bbba79,Блок ферментера,,95
fc7c9e1c-fffc-11e5-80de-00505692e771,Инженерное оборудование,,95
01125989-a2ba-11de-a428-005056c00008,Инженерное оборудование,,90
c5cd7fe7-c9fb-11e7-80e0-00155df02900,Облучатель бактерицидный,,100
a51261f5-aba2-11e4-80be-00505692e771,Производственное оборудование,,75
257f979f-dc0c-11e7-80e0-00155df02900,Термогигрометр,,75
ccf140eb-cb42-11e5-80d6-00505692e771,Производственное оборудование,,90
200c4eb4-da4d-11e7-80e0-00155df02900,Холодильник,,50
1f8f87d1-1cc2-11e6-80e2-00505692e771,Счётчик колоний,,55
63fe877b-d416-11e7-80e0-00155df02900,Инкубатор,,70
63b6f5d0-3284-11e8-80e1-00155df02900,Производственное оборудование,,55
4b5ce8e9-ef69-11e5-80dc-00505692e771,Принтер для этикеток,,100
0d2fdf4f-5adb-11e6-80e8-00505692e771,Весы,,80
80f0ba46-fd23-11e7-80e0-00155df02900,Хроматограф жидкостный,,50
cfe33182-439d-11e6-80e8-00505692e771,Хроматограф жидкостный,,50
59787549-58ed-11e3-b559-b614f2bbba79,Ламинар,,70
01019908-904b-11e6-80f6-00505692e771,Морозильник,,75
17290de4-855e-11e6-80f6-00505692e771,Производственное оборудование,,75
097d087f-f677-11e1-b482-b614f2bbba79,Хроматограф жидкостный,,50
7e87bc81-8ad0-11e8-80e5-00155df02900,Дозатор,,80
aa04e1bb-c6b3-11e6-80c6-00155df02900,Рабочий стол роботизированной станции,,80
50bbbbeb-2e0d-11e9-80ee-00155df02900,Источник бесперебойного питания,,70
a59bb688-d157-11e5-80d8-00505692e771,Струйная мельница,,90
1675b79c-8205-11e4-80be-00505692e771,Производственное оборудование,,65
0189599b-662c-11e7-80d6-00155df02900,Микроскоп,,80
1251254c-8f22-11e7-80d8-00155df02900,Производственное оборудование,,85
80af5530-1157-11e8-80e0-00155df02900,Манипулятор переносящий,,75
bb7ab3da-8c19-11e8-80e5-00155df02900,Ламинар,,85
78838313-89d7-11e4-80be-00505692e771,Хроматограф жидкостный,,65
5e48f506-7d9a-11e7-80d7-00155df02900,Установка тангенциальной фильтрации,,65
60a9cbf5-8ad0-11e8-80e5-00155df02900,Дозатор,,75
41f9628e-d57d-11e5-80d8-00505692e771,Система розлива сред,,90
95a41cb5-55c1-11e7-80d6-00155df02900,Производственное оборудование,,95
32fdf22a-c9fb-11e7-80e0-00155df02900,Весы,,65
6ca97f03-2d89-11e6-80e8-00505692e771,Хроматограф жидкостный,,80
173524f7-9fa0-11e7-80de-00155df02900,pH-метр,,55
bcb241a5-2d85-11e6-80e8-00505692e771,Рабочий стол роботизированной станции,,85
405db8b1-dc53-11e8-80ee-00155df02900,Производственное оборудование,,75
7e87bc36-8ad0-11e8-80e5-00155df02900,Сушильный шкаф,,65
b876ae05-0c13-11e4-9b13-6ee664173b4c,Центрифуга,,50
1385d9e7-e178-11e7-80e0-00155df02900,Проточный цитофлуориметр,,70
e24044f7-5fbb-11e7-80d6-00155df02900,Штатив,,50
85bd01b5-f1d6-11e6-80d2-00155df02900,Хроматограф жидкостный,,75
55f85500-ddb4-11e8-80ee-00155df02900,Система очистки воды,,70
2aa7eb27-e36f-11e4-80be-00505692e771,Прибор для определения метаболического профиля культурных сред,,70
7e87bcad-8ad0-11e8-80e5-00155df02900,Дозатор,,95
cfc9c4c4-f1f5-11e6-80d2-00155df02900,Микроскоп,,55
718754eb-2940-11e5-80c0-00505692e771,Хроматограф жидкостный,,85
d68eb05e-b7fb-11e7-80e0-00155df02900,Производственное оборудование,,95
1e440e82-8f22-11e7-80d8-00155df02900,Автоклав,,70
08bb71e0-02f6-11e6-80de-00505692e771,Хроматограф жидкостный,,100
edf659c4-25ca-11e7-80d6-00155df02900,Хроматограф жидкостный,,90
66a20892-8ad0-11e8-80e5-00155df02900,Дозатор,,100
d63058c3-0282-11e8-80e0-00155df02900,Система капиллярного электрофореза,,75
676852bd-95ee-11e6-80fa-00505692e771,Производственное оборудование,,75
762005b8-a810-11e7-80de-00155df02900,Гибридайзер,,85
1b5ad6ba-ab99-11e4-80be-00505692e771,Инженерное оборудование,,85
1e440e8c-8f22-11e7-80d8-00155df02900,Источник бесперебойного питания,,75
ae07c50e-a32c-11e5-80d6-00505692e771,Принтер для этикеток,,55
bfba2cd5-8f22-11e7-80d8-00155df02900,Производственное оборудование,,50
cb38a93a-2d8c-11e6-80e8-00505692e771,Система управления биореактором,,55
1e440e4a-8f22-11e7-80d8-00155df02900,Ламинар,,65
6d0695df-45cf-11e7-80d6-00155df02900,Источник бесперебойного питания,,70
c62f0ddf-cb73-11e7-80e0-00155df02900,ЗИП,,50
3d793be1-90fa-11e1-818a-b614f2bbba79,Сушильный шкаф,,100
54161085-8f22-11e7-80d8-00155df02900,Камера для электрофореза,,100
788f7fe0-8ad0-11e8-80e5-00155df02900,Дозатор,,90
3c2ba577-8f22-11e7-80d8-00155df02900,pH-метр / иономер / кондуктометр,,100
0ca66ba6-da79-11e2-8893-b614f2bbba79,Производственное оборудование,,100
4223daf9-8f22-11e7-80d8-00155df02900,Хроматограф жидкостный,,50
e6568fcf-790c-11df-a945-72d93bfbea9b,Морозильник,,95
d409fb0a-db37-11e6-80cc-00155df02900,Холодильник,,50
5416106b-8f22-11e7-80d8-00155df02900,Весы,,85
5a0e4ca2-8f22-11e7-80d8-00155df02900,Система гель-документации,,100
68d54366-cadc-11e3-8903-6ee664173b4c,Ротор,,55
cdacba7c-e94d-11e6-80d2-00155df02900,Термошейкер,,85
0eb37d73-6f0e-11e8-80e5-00155df02900,Дозатор,,95
e38e216a-8f22-11e7-80d8-00155df02900,Вентиляционный блок,,55
62072bdb-1074-11e3-a533-b614f2bbba79,Камера для определения фотостабильности,,55
66a20817-8ad0-11e8-80e5-00155df02900,CO2-инкубатор,,90
3bceaf46-ef68-11e5-80dc-00505692e771,Морозильник,,75
0c8baabd-a5f8-11e0-9449-3279b6ee2664,Шейкер-инкубатор,,100
ba876554-bb90-11e5-80d6-00505692e771,pH-метр,,100
481e76e3-8f22-11e7-80d8-00155df02900,Магнитная мешалка,,80
bd246afc-26fe-11e5-80c0-00505692e771,Весы,,70
541610ff-8f22-11e7-80d8-00155df02900,Производственное оборудование,,95
1570ada6-9f31-11e5-80d6-00505692e771,Инженерное оборудование,,85
f09d9c0b-1df5-11e8-80e1-00155df02900,Амплификатор,,85
7e87bc6d-8ad0-11e8-80e5-00155df02900,Подогреваемый штатив,,50
d7ddd611-8734-11e7-80d7-00155df02900,Инженерное оборудование,,55
e3b28941-113d-11e3-a533-b614f2bbba79,Морозильник,,100
46318c05-478f-11df-8654-72d93bfbea9b,Ламинар,,80
133f036c-73e3-11e4-80be-00505692e771,Насос,,80
0c568249-8f22-11e7-80d8-00155df02900,Термометр электронный,,85
d9b94b8f-cfac-11e8-80e9-00155df02900,Термостат рециркуляционный,,70
1b751a23-6085-11e7-80d6-00155df02900,Хроматограф жидкостный,,75
31a6312e-d630-11e5-80d8-00505692e771,Шейкер,,75
405bd4c1-43cb-11e8-80e1-00155df02900,Микроскоп,,90
57166503-a2bb-11de-a428-005056c00008,pH-метр,,55
0d8093e5-f65f-11e5-80dc-00505692e771,pH-метр,,65
924cbec4-f296-11e5-80dc-00505692e771,Источник бесперебойного питания,,75
8be8e72a-b1f6-11e1-b482-b614f2bbba79,Хроматограф жидкостный,,55
964d4781-067b-11e4-9b13-6ee664173b4c,Производственное оборудование,,50
bfba2ca1-8f22-11e7-80d8-00155df02900,Производственное оборудование,,90
aa465631-3de6-11e6-80e8-00505692e771,Весы,,100
c5b26f0b-8f22-11e7-80d8-00155df02900,Производственное оборудование,,75
3c2ba4d9-8f22-11e7-80d8-00155df02900,Стиральная машина,,50
76957f4d-46a5-11e7-80d6-00155df02900,Производственное оборудование,,100
c69b6c25-c688-11e5-80d6-00505692e771,Насос,,80
6c9ca6b6-8ad0-11e8-80e5-00155df02900,Дозатор,,80
a4c9c53d-f259-11e5-80dc-00505692e771,Хроматограф жидкостный,,50
66a207e0-8ad0-11e8-80e5-00155df02900,Дозатор,,90
9db5deae-5590-11e6-80e8-00505692e771,Спектрометр,,65
8ae30212-0e13-11e3-a533-b614f2bbba79,Насос перистальтический,,55
10a7d93e-0029-11e8-80e0-00155df02900,Принтер для этикеток,,90
f0549aa7-92fb-11df-a945-72d93bfbea9b,Аппарат для сварки термопластиковых трубок,,100
f400295e-088a-11e7-80d4-00155df02900,Спектрофотометр,,55
3631078e-8f22-11e7-80d8-00155df02900,Магнитная мешалка,,80
97c33f9d-0c5c-11e6-80e0-00505692e771,Хроматограф жидкостный,,80
d1a2f53f-8f22-11e7-80d8-00155df02900,Холодильник,,55
405db8af-dc53-11e8-80ee-00155df02900,Производственное оборудование,,85
57166541-a2bb-11de-a428-005056c00008,Спектрофотометр,,90
f0e78261-df44-11e7-80e0-00155df02900,Установка тангенциальной фильтрации,,55
a6d0d8db-86bc-11e4-80be-00505692e771,Инженерное оборудование,,95
ea1315c9-fccc-11e6-80d2-00155df02900,Анализатор иммуноферментный,,65
0112598a-a2ba-11de-a428-005056c00008,Инженерное оборудование,,90
d8a2ec56-db55-11e7-80e0-00155df02900,Система розлива сред,,95
0c568259-8f22-11e7-80d8-00155df02900,Термометр,,85
ed11e5aa-ef17-11e0-9589-b614f2bbba79,Система анализа молекулярных взаимодействий,,65
4e1b7614-8f22-11e7-80d8-00155df02900,Трансформатор,,80
54161091-8f22-11e7-80d8-00155df02900,Камера для электрофореза,,95
aa4ec8d6-e562-11e7-80e0-00155df02900,Инженерное оборудование,,65
2a3e1e75-8f22-11e7-80d8-00155df02900,Морозильник,,80
ed81c37a-bfc2-11e7-80e0-00155df02900,Складское оборудование,,75
fb6b5ace-8050-11e0-9449-3279b6ee2664,Хроматограф жидкостный,,70
34c20982-d8e1-11e2-8893-b614f2bbba79,Шейкер,,80
7ad9dc2f-2d8f-11e6-80e8-00505692e771,Центрифуга,,50
0306a18b-46c0-11df-8654-72d93bfbea9b,Инженерное оборудование,,90
d8e11727-ed3f-11e6-80d2-00155df02900,Микрофлуидайзер,,70
2d778ea8-05b7-11e8-80e0-00155df02900,Сухожаровой шкаф,,65
0037fa24-4e65-11e6-80e8-00505692e771,Шейкер-CO2-инкубатор,,50
c5a1eaa6-d729-11e6-80c8-00155df02900,Производственное оборудование,,85
ab4ace3b-1b98-11e8-80e0-00155df02900,Производственное оборудование,,75
72d8d8d4-26fb-11e5-80c0-00505692e771,pH-метр,,70
4223db0f-8f22-11e7-80d8-00155df02900,Камера для электропереноса,,55
57e1cb87-1392-11e3-a533-b614f2bbba79,Производственное оборудование,,90
5c784f43-a376-11e7-80de-00155df02900,Хроматограф газовый,,95
3c2ba553-8f22-11e7-80d8-00155df02900,Термошейкер,,50
a2bca02a-be38-11e7-80e0-00155df02900,Производственное оборудование,,85
75468f56-058a-11e7-80d4-00155df02900,Холодильник,,90
2bebc451-e42a-11e7-80e0-00155df02900,Шейкер,,85
53751e18-8996-11e3-8527-b614f2bbba79,Муфельная печь,,95
5915fe07-ce71-11e6-80c8-00155df02900,Амплификатор,,90
d142afac-d5ab-11e6-80c8-00155df02900,Хроматограф жидкостный,,75
90edbd7e-0369-11e9-80ee-00155df02900,Производственное оборудование,,55
9f9fc7e9-4303-11e8-80e1-00155df02900,Система очистки воды,,75
3a56aaf0-6f69-11e6-80f0-00505692e771,Система капиллярного электрофореза,,70
352f6451-799e-11e6-80f6-00505692e771,Инкубатор,,95
678e11c6-297e-11e6-80e8-00505692e771,Морозильник,,95
60a9cbd2-8ad0-11e8-80e5-00155df02900,Дозатор,,100
aedecaab-c177-11e0-b135-b614f2bbba79,Инженерное оборудование,,75
7e87bcbd-8ad0-11e8-80e5-00155df02900,Дозатор,,90
92989570-ad60-11e0-9449-3279b6ee2664,Вакуумный концентратор,,75
60a9cccc-8ad0-11e8-80e5-00155df02900,Камера для иммуноблоттинга,,85
280cb8fb-30cf-11e3-a533-b614f2bbba79,Производственное оборудование,,100
7eaff423-5cb8-11e7-80d6-00155df02900,Хроматограф жидкостный,,50
3c2ba591-8f22-11e7-80d8-00155df02900,Вошер,,95
ce61d99e-43d3-11e4-a857-6ee664173b4c,Производственное оборудование,,50
41fd6d26-e198-11e7-80e0-00155df02900,Лабораторная мебель,,85
bfba2c61-8f22-11e7-80d8-00155df02900,Облучатель бактерицидный,,65
c5b26e9f-8f22-11e7-80d8-00155df02900,Производственное оборудование,,75
52a269f5-aa15-11e5-80d6-00505692e771,Вытяжной шкаф,,55
6d837437-cfad-11e8-80e9-00155df02900,Термостат рециркуляционный,,100
e41356d0-e5d1-11e1-b482-b614f2bbba79,Хроматограф жидкостный,,85
3a78f851-11c4-11e6-80e0-00505692e771,Роботизированная станция,,70
788f8034-8ad0-11e8-80e5-00155df02900,Дозатор,,85
5716650a-a2bb-11de-a428-005056c00008,Хроматограф газовый,,70
b621c326-c089-11e7-80e0-00155df02900,Система гель-документации,,70
12512590-8f22-11e7-80d8-00155df02900,Термостат твердотельный,,80
357597e2-3695-11e5-80c7-00505692e771,Морозильник,,80
280cb8ed-30cf-11e3-a533-b614f2bbba79,Производственное оборудование,,80
df8445d4-41bf-11e6-80e8-00505692e771,Биоробот,,95
56c20332-dc83-11e6-80cc-00155df02900,Ламинар,,55
a2ce129d-d8c6-11e7-80e0-00155df02900,Изолятор,,65
7e87bce6-8ad0-11e8-80e5-00155df02900,Роботизированная станция,,70
272a687d-5d7e-11e7-80d6-00155df02900,Система очистки воды,,80
2fa9cb61-f964-11e8-80ee-00155df02900,Производственное оборудование,,70
890422fd-d3f7-11e5-80d8-00505692e771,Система капиллярного электрофореза,,100
0c568201-8f22-11e7-80d8-00155df02900,Магнитная мешалка,,85
4e1b7666-8f22-11e7-80d8-00155df02900,Система капиллярного электрофореза,,95
5a35e503-a8b9-11e2-b732-b614f2bbba79,Микроскоп,,100
e38e217a-8f22-11e7-80d8-00155df02900,Вортекс,,85
405db941-dc53-11e8-80ee-00155df02900,Производственное оборудование,,95
a12e8782-485b-11e3-a533-b614f2bbba79,Хроматограф жидкостный,,75
cb18a029-fbca-11e5-80dc-00505692e771,Производственное оборудование,,100
0f6fe0e4-a193-11e5-80d6-00505692e771,Верхнеприводная мешалка,,50
8ed8cd87-7b01-11e5-80d0-00505692e771,Микробиологический пробоотборник воздуха,,90
70904037-2b7b-11e7-80d6-00155df02900,Термостат твердотельный,,75
f918cedf-2f47-11e8-80e1-00155df02900,Производственное оборудование,,55
a20057bb-2613-11e1-9589-b614f2bbba79,Система очистки воды,,75
6ddf0971-c33d-11e5-80d6-00505692e771,Производственное оборудование,,80
b94f4805-60d1-11e3-b559-b614f2bbba79,Центрифуга,,85
fd4e76ac-3cbc-11e8-80e1-00155df02900,Хроматограф жидкостный,,80
6005deb8-a5a5-11e6-80fa-00505692e771,Система очистки воды,,95
68dc5746-89b9-11e8-80e5-00155df02900,Насос,,55
4509d549-d803-11e2-8893-b614f2bbba79,Производственное оборудование,,70
0c56823f-8f22-11e7-80d8-00155df02900,Магнитная мешалка,,95
8da5f5e3-f2a4-11e6-80d2-00155df02900,Хроматограф жидкостный,,95
6c9ca672-8ad0-11e8-80e5-00155df02900,Шейкер-CO2-инкубатор,,55
fe02904a-a9ec-11e8-80e6-00155df02900,Синтезатор олигонуклеотидов,,65
b4bfb5fc-3bec-11e8-80e1-00155df02900,Вакуумный блок,,80
7df2cb7d-8f22-11e7-80d8-00155df02900,Инженерное оборудование,,70
62f7fd40-e1a0-11e8-80ee-00155df02900,Центрифуга,,90
9cbb1dc9-3a5c-11e4-9ec4-6ee664173b4c,Автоклав,,75
5b996afa-9ebb-11e7-80de-00155df02900,Производственное оборудование,,85
ebf944e4-9533-11e2-aacb-b614f2bbba79,Вошер,,95
a0052d0f-a512-11e7-80de-00155df02900,Инженерное оборудование,,55
184bcb31-8f22-11e7-80d8-00155df02900,Шейкер,,75
60a9cc00-8ad0-11e8-80e5-00155df02900,Дозатор,,75
7e87bc57-8ad0-11e8-80e5-00155df02900,Дозатор,,90
5d69cd11-9b93-11e6-80fa-00505692e771,Производственное оборудование,,70
bfba2c55-8f22-11e7-80d8-00155df02900,ЗИП,,95
cbaab248-8f22-11e7-80d8-00155df02900,Производственное оборудование,,90
c5b26eff-8f22-11e7-80d8-00155df02900,Производственное оборудование,,80
ee067270-2f23-11e3-a533-b614f2bbba79,Производственное оборудование,,55
0b09a5ed-f6af-11e7-80e0-00155df02900,Хроматограф жидкостный,,50
729744c8-8ad0-11e8-80e5-00155df02900,Дозатор,,75
2590b4b2-0b8d-11e6-80e0-00505692e771,Хроматограф жидкостный,,85
89ecd1eb-8f22-11e7-80d8-00155df02900,Инженерное оборудование,,75
66a207dc-8ad0-11e8-80e5-00155df02900,Дозатор,,65
2ddbb223-bd4b-11e7-80e0-00155df02900,Секвенатор,,75
1e440e66-8f22-11e7-80d8-00155df02900,Морозильник,,70
3989b4bc-d69d-11e7-80e0-00155df02900,Холодильник,,85
62e7eafa-cd1e-11df-b9ac-3279b6ee2664,Кондуктометр,,100
7e87bcdd-8ad0-11e8-80e5-00155df02900,Дозатор,,100
ee5e0d04-dd8b-11e6-80d2-00155df02900,Шейкер-CO2-инкубатор,,100
fdbcddb7-2a2d-11e5-80c5-00505692e771,Производственное оборудование,,75
a9455555-25d0-11e7-80d6-00155df02900,Сухожаровой шкаф,,70
56599acd-5b1a-11e3-b559-b614f2bbba79,Хроматограф жидкостный,,65
5f2266f4-43a2-11e8-80e1-00155df02900,Холодильник,,50
18186b1b-85e2-11e8-80e5-00155df02900,Производственное оборудование,,75
1c831f85-a368-11e7-80de-00155df02900,Холодильник,,90
945877bf-73c7-11e8-80e5-00155df02900,Шкаф ЛВЖ,,70
a913a6ad-fd0f-11e8-80ee-00155df02900,Дозатор,,95
35730259-9607-11e6-80fa-00505692e771,Инженерное оборудование,,85
8e6ba9b7-0ab6-11e6-80de-00505692e771,Биореактор,,55
943177d8-008b-11e6-80de-00505692e771,Инженерное оборудование,,50
00936fa8-d572-11e5-80d8-00505692e771,Насос,,65
61de9779-d165-11e1-b482-b614f2bbba79,Инженерное оборудование,,85
8e7be763-8b30-11e3-8b04-6ee664173b4c,Производственное оборудование,,75
4509d54b-d803-11e2-8893-b614f2bbba79,Производственное оборудование,,55
98037804-acfe-11e8-80e6-00155df02900,Принтер для этикеток,,80
46cd0ba5-ca7b-11e5-80d6-00505692e771,Морозильник,,75
66a20773-8ad0-11e8-80e5-00155df02900,Дозатор,,75
d79b3924-8f22-11e7-80d8-00155df02900,Вортекс,,85
de1db580-dd8b-11e6-80d2-00155df02900,Шейкер-CO2-инкубатор,,100
42f97266-61d0-11e1-a97d-b614f2bbba79,Генератор чистого водорода,,70
a5bfba39-9f41-11e5-80d6-00505692e771,Ротационный испаритель,,80
d954290a-b7c5-11e6-80be-b5eea29936c1,Инженерное оборудование,,95
31d6d772-58f6-11e8-80e2-00155df02900,Источник бесперебойного питания,,65
b2769313-839b-11e1-818a-b614f2bbba79,Спектрофотометр,,70
d47a4209-5732-11e3-a533-b614f2bbba79,Хроматограф жидкостный,,90
36310790-8f22-11e7-80d8-00155df02900,Вортекс,,65
2a2106a2-f405-11e5-80dc-00505692e771,Производственное оборудование,,95
405db8ad-dc53-11e8-80ee-00155df02900,Производственное оборудование,,55
d1a2f54d-8f22-11e7-80d8-00155df02900,Холодильник,,90
521201d0-203f-11e3-a533-b614f2bbba79,Ламинар,,90
2a3e1e6f-8f22-11e7-80d8-00155df02900,Центрифуга,,80
e5b67b44-4276-11e6-80e8-00505692e771,Производственное оборудование,,100
3036616f-8f22-11e7-80d8-00155df02900,Источник бесперебойного питания,,100
10c45039-7802-11e1-a086-b614f2bbba79,Хроматограф газовый,,85
e657f2ce-2f47-11e8-80e1-00155df02900,Производственное оборудование,,100
63763faf-aa13-11e5-80d6-00505692e771,Вытяжной шкаф,,90
c66c0cc5-f6b0-11e6-80d2-00155df02900,Производственное оборудование,,65
2a6c3718-441d-11e6-80e8-00505692e771,Инженерное оборудование,,100
4c2a307d-bc27-11e8-80e9-00155df02900,Производственное оборудование,,55
7e9592be-d32d-11e5-80d8-00505692e771,Титратор,,55
7d85fd5c-c4e0-11e5-80d6-00505692e771,Хроматограф жидкостный,,50
17562cc3-436d-11e6-80e8-00505692e771,Система очистки воды,,75
12512518-8f22-11e7-80d8-00155df02900,Термометр,,85
cbb457d3-dc96-11e2-8893-b614f2bbba79,Проточный цитофлуориметр,,50
91e99f56-6e65-11e4-80be-00505692e771,Хроматограф газовый,,85
038299ba-4793-11e8-80e1-00155df02900,Секвенатор,,95
f2884c31-8ef0-11e7-80d8-00155df02900,Дозатор,,100
999841eb-47a1-11e7-80d6-00155df02900,Криохранилище,,85
32df978d-ffb4-11e5-80de-00505692e771,ЗИП,,90
e5566865-2a5a-11e7-80d6-00155df02900,Хроматограф жидкостный,,65
d7e5f228-145a-11e3-a533-b614f2bbba79,Морозильник,,100
27a88451-9b53-11e6-80fa-00505692e771,Ламинар,,50
b9bd2368-8f22-11e7-80d8-00155df02900,Таблетпресс,,65
e9866f77-8f22-11e7-80d8-00155df02900,Шейкер,,75
e053cc42-99dd-11e6-80fa-00505692e771,Компьютерные системы,,100
dd937c51-8f22-11e7-80d8-00155df02900,Термостат твердотельный,,85
fb6b5ac2-8050-11e0-9449-3279b6ee2664,Тестер распадаемости,,75
63eef1d6-cc0b-11e5-80d6-00505692e771,Центрифуга,,70
e6c52470-d2c0-11e8-80eb-00155df02900,Передаточное окно,,100
9647b7fd-8672-11e7-80d7-00155df02900,Климатическая камера,,50
966586af-d67e-11e6-80c8-00155df02900,Производственное оборудование,,90
a149a87f-c6e6-11e3-8903-6ee664173b4c,Производственное оборудование,,90
f6443b10-5454-11e8-80e2-00155df02900,Блок питания,,100
57166525-a2bb-11de-a428-005056c00008,НЕ ИСПОЛЬЗОВАТЬ Лабораторное оборудование,,75
a9a1a311-cfa7-11e8-80e9-00155df02900,Термостат рециркуляционный,,80
60a9ccc9-8ad0-11e8-80e5-00155df02900,Камера для электрофореза,,90
37aab15a-b642-11e6-80bb-825bcfbffb7d,Микроскоп,,100
6bf7569c-d183-11e5-80d8-00505692e771,Центрифуга,,85
fb6b5ab4-8050-11e0-9449-3279b6ee2664,Хроматограф жидкостный,,80
f181b22c-6269-11e8-80e5-00155df02900,Вортекс,,85
af0df78a-c7c4-11e8-80e9-00155df02900,Производственное оборудование,,90
06a01a41-a9ec-11e8-80e6-00155df02900,Лабораторная мебель,,95
c5b26ee1-8f22-11e7-80d8-00155df02900,Производственное оборудование,,85
8d7e35c7-0629-11e6-80de-00505692e771,Хроматограф жидкостный,,80
2630d89e-2a02-11e5-80e7-96119de7fa63,Производственное оборудование,,70
5ce619f9-cdc6-11e6-80c6-00155df02900,Система очистки воды,,70
77d6d8c5-c93b-11e7-80e0-00155df02900,Передаточное окно,,85
ebf944cf-9533-11e2-aacb-b614f2bbba79,Камера для электрофореза,,70
7debb7db-46e9-11e8-80e1-00155df02900,Производственное оборудование,,55
0dbffa56-b322-11e7-80de-00155df02900,Производственное оборудование,,80
f231eb82-b326-11e7-80de-00155df02900,Производственное оборудование,,55
ae4cbcc1-0fad-11e3-a533-b614f2bbba79,Камера для определения фотостабильности,,70
60a9cce8-8ad0-11e8-80e5-00155df02900,Дозатор,,65
a459bd3a-2ad6-11e5-80c5-00505692e771,Роботизированная станция,,75
e38e21a8-8f22-11e7-80d8-00155df02900,Термошейкер,,80
dacb53b6-5310-11e6-80e8-00505692e771,Морозильник,,100
55bccacf-270f-11e5-80c0-00505692e771,Система очистки воды,,100
6121911b-0089-11e6-80de-00505692e771,Инженерное оборудование,,85
6fc53648-0c7e-11e6-80e0-00505692e771,Источник бесперебойного питания,,75
dbe34dc5-42b5-11e6-80e8-00505692e771,Ламинар,,90
84b680ab-3f9b-11e6-80e8-00505692e771,Инженерное оборудование,,65
c6d2ec86-975b-11e6-80fa-00505692e771,Спектрофотометр,,85
ea570969-5c0c-11e3-b559-b614f2bbba79,Производственное оборудование,,55
770949a8-9fa5-11e7-80de-00155df02900,Холодильник,,50
60a9ccca-8ad0-11e8-80e5-00155df02900,Камера для электрофореза,,75
b76c967c-5dcf-11e8-80e5-00155df02900,Система капиллярного электрофореза,,75
0f796d2d-246d-11e0-9437-3279b6ee2664,Хроматограф жидкостный,,50
7e87bca9-8ad0-11e8-80e5-00155df02900,Дозатор,,100
472b8e4f-2b9b-11e5-80c5-00505692e771,Система капиллярного электрофореза,,90
2a3e1e79-8f22-11e7-80d8-00155df02900,Центрифуга,,55
d2f661f8-aa14-11e5-80d6-00505692e771,НЕ ИСПОЛЬЗОВАТЬ Лабораторное оборудование,,80
2389e95b-8698-11e4-80be-00505692e771,Производственное оборудование,,70
12a72fd9-bfd4-11e7-80e0-00155df02900,Амплификатор,,75
cbaab258-8f22-11e7-80d8-00155df02900,Производственное оборудование,,90
e41356d2-e5d1-11e1-b482-b614f2bbba79,ИК-спектрометр,,55
59fa141f-90c6-11df-a945-72d93bfbea9b,Система очистки воды,,75
f0bd7dd9-4ad3-11e8-80e2-00155df02900,Производственное оборудование,,95
9cec8668-4b7b-11e7-80d6-00155df02900,Лабораторный 3D смеситель,,75
9532044e-022c-11e6-80de-00505692e771,Ротационный испаритель,,55
f8363977-5514-11e4-80b9-00505692e771,Камера для электрофореза,,75
0ef55fac-2c2c-11e8-80e1-00155df02900,Ламинар,,65
f4cc5f2d-293c-11e5-80c0-00505692e771,Принтер для этикеток,,85
2ff4fe52-8741-11e7-80d7-00155df02900,Инженерное оборудование,,90
6193c70c-9dfa-11e7-80de-00155df02900,Холодильник,,50
4759272f-d8c1-11e6-80c8-00155df02900,Спектрофотометр,,65
66a207e1-8ad0-11e8-80e5-00155df02900,Дозатор,,90
a7c444be-301a-11e3-a533-b614f2bbba79,Производственное оборудование,,75
0975d351-7370-11e6-80f0-00505692e771,Синтезатор олигонуклеотидов,,80
1251252a-8f22-11e7-80d8-00155df02900,Весы,,65
26977361-d647-11e6-80c8-00155df02900,Производственное оборудование,,55
60a9cc82-8ad0-11e8-80e5-00155df02900,Дозатор,,55
3c2ba4eb-8f22-11e7-80d8-00155df02900,Ламинар,,75
